Event ID,Ticket ID,Ticket Type,Ticket Price,Ticket Availability,Ticket Sales Start Date,Ticket Sales End Date,Attendee Name,Attendee Contact Information,Attendee Age,Attendee Gender,Attendee Location,Check-in Status,Event Name,Event Type,Event Date,Event Time,Event Description,Event Organizer,Event Duration
5,8251,Pre Sold,2000,151,7/8/2024,8/16/2024,Jordan Miller,hollyherrera@example.org,61,Female,Lake Michael,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
7,6710,VIP,7000,350,8/28/2024,8/29/2024,Andrea Jones,tammyburton@example.com,53,Male,Howardview,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,3951,VIP,8500,86,7/31/2024,10/2/2024,Adam Ortiz,stephanieross@example.net,56,Male,West Joshua,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
3,6037,VIP,7500,310,8/16/2024,8/17/2024,Danny Hess,andreajones@example.com,41,Female,New Susan,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
6,5596,Pre Sold,6500,132,7/27/2024,8/17/2024,Riley Fields,erik15@example.com,69,Female,Port Robert,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
5,4220,Pre Sold,2000,382,7/27/2024,9/23/2024,Ricky Flores,millsbryan@example.com,41,Female,West Carmenfort,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,5705,General,5000,258,7/7/2024,8/15/2024,Tim Rodriguez,halleric@example.org,60,Male,Cummingsfort,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,4804,Pre Sold,2000,128,7/15/2024,9/8/2024,John Watkins,andrew08@example.com,26,Female,Bryantland,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,3221,General,5000,244,8/1/2024,8/13/2024,Jackie Hart,zdavis@example.org,36,Male,West Tiffanymouth,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,2914,General,3000,71,8/11/2024,9/14/2024,Amy Johnson,shepherdjenna@example.org,36,Male,Lake Connieland,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
7,2969,General,4000,449,8/24/2024,8/25/2024,Brenda Clark,mccarthyjoe@example.net,22,Male,Lake Charles,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,6191,General,3000,292,7/11/2024,8/12/2024,Ashley Myers,mccarthyheather@example.net,68,Male,West Jasonborough,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,4331,General,8500,243,8/23/2024,8/25/2024,Jessica Rodriguez,pmejia@example.com,56,Male,Michaelview,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,9468,Pre Sold,5500,443,7/27/2024,7/31/2024,Deborah Parker,xcarter@example.org,33,Female,Craigfort,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,3995,General,4000,136,7/14/2024,8/29/2024,Jamie Clark,curtisstevens@example.org,40,Female,Taylorport,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,8621,VIP,8500,8,7/28/2024,9/15/2024,Catherine Hale,elee@example.net,65,Female,Lake Richardport,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,5633,General,7500,420,8/20/2024,8/31/2024,Thomas Dixon,tylerbenjamin@example.net,46,Male,Laurahaven,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
5,8836,General,3000,372,7/21/2024,7/26/2024,Melody Parker,jamesstephens@example.net,68,Female,Vasquezfort,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
6,9334,Pre Sold,6500,421,8/31/2024,9/4/2024,Carrie Matthews,gsloan@example.org,38,Female,Jeromefort,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
8,7129,General,8500,408,8/20/2024,9/10/2024,Thomas Lopez,richardbradley@example.com,69,Female,Jenningsville,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,5220,General,6500,344,8/6/2024,8/30/2024,Sandra Harris,becky39@example.com,29,Male,North Vanessa,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,3340,Pre Sold,6500,348,7/8/2024,7/12/2024,Walter Moore,sestrada@example.org,34,Female,Port Chrisburgh,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
7,7638,Pre Sold,3000,200,7/17/2024,8/4/2024,Sharon Acosta,bobby37@example.net,25,Male,Stewartland,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,4663,General,7500,243,8/31/2024,9/10/2024,James Campos,uharrell@example.com,30,Female,Port Robintown,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
6,5586,Pre Sold,6500,347,9/2/2024,9/3/2024,Ian Williams,carol94@example.com,67,Male,Robertburgh,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
5,5329,General,3000,218,7/5/2024,9/5/2024,Bobby Andrews,mary33@example.org,42,Female,Robinsonstad,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,6192,Pre Sold,4000,279,7/9/2024,9/26/2024,Shannon Price,adamguerrero@example.org,35,Female,North Bryan,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
4,5715,Pre Sold,5000,8,7/29/2024,9/26/2024,Charles Marshall,ryanjones@example.com,22,Male,New Josephmouth,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
3,7870,Pre Sold,4500,358,8/22/2024,8/29/2024,Stephanie Shannon,tbrown@example.org,43,Female,Port Katrina,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
8,4321,General,8500,214,7/25/2024,7/27/2024,Elizabeth Dorsey,marshalldavid@example.net,24,Female,Pottsville,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
6,9163,Pre Sold,6500,328,8/16/2024,9/3/2024,Dr. Stephanie Jenkins DDS,dross@example.com,60,Female,South Steven,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,5534,VIP,8000,247,7/30/2024,8/27/2024,Nina Robinson,jackson44@example.net,40,Female,Tanyastad,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,8529,Pre Sold,2000,357,7/22/2024,9/26/2024,Autumn Dean,psilva@example.org,68,Male,New Joshua,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
6,5280,General,7500,178,8/21/2024,8/21/2024,Brian Maldonado,keith22@example.org,51,Male,North David,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
4,3343,Pre Sold,5000,407,7/31/2024,8/11/2024,Dustin Moreno,tammyfarmer@example.org,50,Male,New Alicia,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
4,3047,General,6000,65,7/28/2024,9/24/2024,Bonnie Brewer,whitejulie@example.net,26,Male,Stephenchester,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
7,5762,General,4000,119,8/25/2024,9/11/2024,John Ibarra,sherylwells@example.net,20,Female,Mcphersonberg,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
8,5516,VIP,10000,37,9/2/2024,9/3/2024,Marcus Johnson,thompsonnatalie@example.org,53,Female,Bridgesport,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
3,4283,Pre Sold,4500,209,7/31/2024,9/30/2024,Melinda King,connerpatrick@example.net,50,Female,Millerland,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
4,4646,General,6000,112,7/13/2024,9/13/2024,Michael Knight,sandra30@example.org,41,Male,North John,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
3,6313,General,5500,155,8/30/2024,9/26/2024,Mark Vargas,marquezcarol@example.net,40,Male,Hernandezview,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
8,7334,General,8500,220,9/2/2024,9/23/2024,Jason Villanueva,sgregory@example.com,43,Male,Garyville,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,3734,General,6500,323,7/10/2024,8/31/2024,Lauren Davis,flynnrachel@example.com,22,Female,Jordanview,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
4,8154,General,6000,175,8/15/2024,8/26/2024,Christopher Nguyen,davidroberson@example.org,70,Male,Lisahaven,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
5,2657,General,3000,209,7/7/2024,8/22/2024,Scott Fuller,jamesobrien@example.com,51,Male,Cameronfurt,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
3,3561,General,5500,224,7/9/2024,7/26/2024,Mark Moore,denisewarren@example.org,32,Female,North Eddiefurt,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,6552,General,6500,293,7/14/2024,7/21/2024,Monica Torres,catherine46@example.org,70,Female,Port Angela,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
6,7227,General,7500,120,8/19/2024,9/28/2024,Matthew Ray,nancykerr@example.org,20,Male,New Ashleymouth,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
1,4049,VIP,8000,65,8/4/2024,8/16/2024,Patricia Zavala,mike48@example.com,21,Male,East Melanie,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
6,7878,VIP,9500,57,8/22/2024,8/28/2024,Jessica Burns,sara92@example.com,57,Female,North Ritaville,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
4,4739,General,6000,268,7/22/2024,9/30/2024,Alicia Mccoy,griffinbradley@example.net,40,Female,North Sherry,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
3,2946,General,5500,297,7/20/2024,8/1/2024,Mr. Kevin Cole,cchapman@example.org,66,Female,North Hannah,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
1,7544,General,5000,394,8/2/2024,8/28/2024,Juan Hoover,carlaallen@example.net,67,Female,West Craig,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,6480,General,3000,414,7/26/2024,8/31/2024,Bonnie Decker,msimmons@example.net,51,Male,North Stephenbury,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,5961,General,8500,491,8/14/2024,8/26/2024,Karen Johnson,jonesaaron@example.org,62,Female,West Monica,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
5,6577,Pre Sold,2000,57,7/21/2024,9/12/2024,Nicole Lee,roychad@example.com,54,Female,Johnnyville,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
4,6596,General,6000,18,8/26/2024,9/20/2024,Dr. Todd Parsons,ythomas@example.org,56,Female,East Cameronmouth,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
2,2786,General,6500,278,7/31/2024,9/30/2024,Matthew Baldwin,ryanparks@example.net,26,Female,East Dorothy,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
4,8059,General,6000,146,8/22/2024,9/21/2024,Michelle Chang,barry44@example.net,21,Male,South Molly,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
6,5124,VIP,9500,38,7/10/2024,9/23/2024,Briana Jackson,anthony53@example.net,45,Male,North Tommyton,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,3137,General,6500,482,7/30/2024,8/12/2024,April Farrell,jsloan@example.org,35,Female,Port Andrew,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,5397,Pre Sold,2000,350,8/20/2024,9/3/2024,Barry Holmes,jessica53@example.com,41,Female,Josephhaven,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,8823,General,5000,140,8/11/2024,8/17/2024,James Caldwell,james93@example.org,39,Female,North Steven,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,3503,VIP,7500,493,8/7/2024,8/30/2024,Michael Peterson,annjones@example.org,29,Female,Lake Erin,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,8947,General,6500,320,8/2/2024,9/24/2024,Grant Mills,tylerbryant@example.org,35,Female,Margaretside,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
1,8113,General,5000,296,9/1/2024,9/26/2024,Jessica Huff,watsonalexandra@example.net,67,Female,East Maria,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,3647,Pre Sold,4000,363,8/12/2024,9/19/2024,Victoria Curtis,mendozadarren@example.com,30,Female,West Joshua,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
